,trust,group,score,dc_score,bc_score,pr_score
0,1,2,0.279356033945411,0.2685370741482966,0.007451768390636254,0.0033671914064781327
1,1,3,0.16893315946823373,0.16432865731462926,0.0024472036306064327,0.002157298522998028
2,0,4,0.21090772566181834,0.20440881763527052,0.0039023059622575536,0.002596602064290273
3,1,1,0.2846102008571605,0.27655310621242485,0.004779343642798893,0.003277751001936711
4,1,1,0.30242659674345823,0.2925851703406813,0.00637285707498862,0.0034685693277882687
5,1,1,0.4035877837324163,0.3887775551102204,0.010310309860475481,0.004499918761720436
6,1,1,0.1973882756624107,0.19238476953907813,0.0026302871314147504,0.002373218991917826
7,1,3,0.1972538955141875,0.19238476953907813,0.002476640323142806,0.0023924856519665994
8,1,2,0.14802246754242962,0.1442885771543086,0.0018221317275123514,0.0019117586606086723
9,0,3,0.12363980441743426,0.12024048096192384,0.0017089173093767572,0.00169040614613367
10,1,2,0.25213557847727913,0.2444889779559118,0.004630894940152734,0.0030157055812146047
11,0,4,0.13126079807677887,0.1282565130260521,0.001240685924431805,0.001763599126294982
12,1,3,0.08728176048256084,0.08416833667334668,0.00168675474318051,0.001426669066033648
13,1,3,0.10669853529138348,0.10420841683366733,0.0009519965838413047,0.0015381218738748518
14,0,4,0.1938507979731978,0.18837675350701402,0.003061748373293664,0.0024122960928901
15,1,2,0.16874266771111995,0.16432865731462926,0.0022972636782051855,0.0021167467182855192
16,0,4,0.20228629334448417,0.19639278557114226,0.0033907463464139757,0.002502761426927916
17,1,1,0.2761362521388869,0.2685370741482966,0.0044303612894469515,0.0031688167011433488
18,1,1,0.33590056121567025,0.3246492985971944,0.0074286767759157955,0.003822585842560067
19,0,4,0.16172042845717358,0.156312625250501,0.00327460554323356,0.0021331976634390393
20,1,2,0.298895609408103,0.2885771543086172,0.006765476733714364,0.0035529783657714475
21,0,4,0.2658140916113904,0.2565130260521042,0.006114753313934218,0.003186312245351993
22,1,2,0.22646392963870646,0.22044088176352702,0.0033310454101407806,0.0026920024650386475
23,0,4,0.15410967966916905,0.14829659318637273,0.0037127118147518264,0.0021003746680444972
24,1,2,0.11107323778299608,0.10821643286573146,0.001304804738639769,0.0015520001786248536
25,1,1,0.4004018705821246,0.38476953907815625,0.0111312091678491,0.004501122336119246
26,1,3,0.1590663220906169,0.15230460921843686,0.004516657315124069,0.002245055557055969
27,1,2,0.1934818400352632,0.18837675350701402,0.00268357822862734,0.0024215082996218345
28,0,4,0.08195978459724448,0.08016032064128256,0.0005908659350325702,0.0012085980209293502
29,1,2,0.34659536249785394,0.33266533066132264,0.009893381549899544,0.0040366502866317246
30,1,1,0.18786263118335092,0.1843687374749499,0.0012544886283405463,0.002239405080060485
31,1,3,0.17417086555014225,0.16833667334669336,0.0035723603025938602,0.002261831900855025
32,1,3,0.10761739345533429,0.1002004008016032,0.005642226175150046,0.0017747664785810404
33,1,2,0.15628685898651723,0.15230460921843686,0.0019759707826120633,0.0020062789854683244
34,1,1,0.15091983138235968,0.14829659318637273,0.0007654460708791765,0.0018577921251077796
35,0,3,0.13145928519650793,0.1282565130260521,0.0014445011353688608,0.0017582710350869625
36,1,1,0.2268657559503379,0.22044088176352702,0.0037251338547266786,0.0026997403320841874
37,1,1,0.15137892070097825,0.14829659318637273,0.001182687455442103,0.0018996400591633905
38,0,4,0.11547389520229813,0.11222444889779558,0.0016268957396613423,0.0016225505648412202
39,1,2,0.2271288718726343,0.22044088176352702,0.003932358151152389,0.002755631957954886
40,1,1,0.23745613679597033,0.23246492985971942,0.002228923544094386,0.0027622833921565433
41,0,4,0.2563271017746148,0.24849699398797592,0.004774653024883151,0.0030554547617557006
42,1,1,0.18419986058309848,0.18036072144288576,0.001623036814497098,0.0022161023257156313
43,0,3,0.17417037812100358,0.16833667334669336,0.0035679902329940694,0.0022657145413161606
44,0,4,0.19388780993879448,0.18837675350701402,0.0030827721094675597,0.002428284322312908
45,1,1,0.2603954907667031,0.25250501002004005,0.00482734633944793,0.0030631344072150905
46,1,2,0.19398045692099145,0.18837675350701402,0.0031606539159662397,0.002443049498011189
47,1,2,0.08983386939125558,0.08817635270541081,0.0003839501848162813,0.0012735665010284879
48,1,1,0.21952129770986326,0.2124248496993988,0.004412502350583416,0.002683945659881055
49,0,4,0.2728506903795924,0.26452905811623245,0.005132320652790146,0.003189311610569843
50,0,4,0.16026797444476074,0.156312625250501,0.0018978565560280882,0.0020574926382316595
51,1,1,0.2513913731171191,0.2444889779559118,0.003936481088462538,0.002965914072744786
52,1,3,0.06983812562388754,0.06813627254509018,0.0005565832115205157,0.001145269867276847
