,trust,group,score,dc_score,bc_score,pr_score
0,0,4,0.24852064105904492,0.24048096192384769,0.00520671049966391,0.002832968635533351
1,0,4,0.08986941474390495,0.08817635270541081,0.0005048084707584962,0.0011882535677356296
2,1,2,0.20116119489983847,0.19639278557114226,0.0024494898343669223,0.0023189194943292854
3,1,3,0.20038403663235418,0.19639278557114226,0.0017522915353983164,0.0022389595258135954
4,1,3,0.21009906671998005,0.20440881763527052,0.0032884623515152885,0.002401786733194252
5,0,4,0.14781006507768787,0.1442885771543086,0.0017212140937742572,0.001800273829605016
6,0,4,0.1105241596762223,0.10821643286573146,0.000879923961344515,0.0014278028491463328
7,1,1,0.21038607418278388,0.20440881763527052,0.003581412904918488,0.0023958436425948826
8,1,2,0.32308074260125946,0.312625250501002,0.007007884730044955,0.0034476073702125656
9,0,4,0.13062080125911635,0.1282565130260521,0.0007879813063320541,0.0015763069267321923
10,0,4,0.15172847935558217,0.14829659318637273,0.0015982293847542426,0.0018336567844552147
11,0,4,0.15161791658486706,0.14829659318637273,0.0014917884300622503,0.0018295349684320766
12,1,2,0.2084003730223336,0.20440881763527052,0.0016797036053943775,0.0023118517816686957
13,0,4,0.15981767736198818,0.156312625250501,0.00162314384398393,0.0018819082675032542
14,0,4,0.18107781744957624,0.17635270541082163,0.0025944728777837892,0.0021306391609708375
15,1,1,0.363319421394433,0.35270541082164325,0.006819259466548119,0.003794751106241656
16,0,3,0.23097432036979032,0.22444889779559116,0.003902372698951983,0.002623049875247169
17,0,4,0.18869664267436861,0.1843687374749499,0.0021586156783157317,0.002169289521102985
18,1,2,0.2814142746992708,0.2725450901803607,0.005795387692925556,0.0030737968259845648
19,1,2,0.23405795787925532,0.2284569138276553,0.003030228161683746,0.0025708158899162797
20,1,1,0.30799611073605404,0.3006012024048096,0.004146157798105062,0.0032487505331393685
21,0,4,0.09013980990565074,0.08817635270541081,0.0007062758195798369,0.0012571813806600803
22,1,2,0.2670143793763217,0.2605210420841683,0.003611092904771481,0.002882244387381931
23,1,3,0.1733129738287161,0.16833667334669336,0.002869302975307767,0.002106997506714979
24,1,1,0.18029986813312845,0.17635270541082163,0.0018929109064141096,0.0020542518158927084
25,0,4,0.1644598253861069,0.16032064128256512,0.002177067511393929,0.001962116592147832
26,0,3,0.2094215416280226,0.20440881763527052,0.002640437954206511,0.002372286038545558
27,1,3,0.24693174839800633,0.24048096192384769,0.003708587514344352,0.0027421989598142953
28,0,4,0.21441542207997924,0.20841683366733466,0.003547720603910781,0.002450867808733787
29,0,4,0.17680347235061553,0.1723446893787575,0.002392488653673252,0.0020662943181847804
30,1,1,0.24104770539775194,0.23647294589178355,0.0019673239051304233,0.002607435600837948
31,1,3,0.19462357590820897,0.18837675350701402,0.003934035975273986,0.0023127864259209698
32,0,4,0.23110575018583132,0.22444889779559116,0.004027295301511903,0.002629557088728257
33,1,3,0.21880714822583594,0.2124248496993988,0.003840570757446514,0.002541727768990641
34,1,3,0.06933578022933064,0.06813627254509018,0.000181313697981141,0.001018193986259309
35,1,1,0.23354694644244064,0.2284569138276553,0.0025401909384443287,0.0025498416763410385
36,1,1,0.21232113831446156,0.20841683366733466,0.0015829914058835025,0.0023213132412433965
37,1,2,0.21752173563436228,0.2124248496993988,0.002692652592806975,0.002404233342156516
38,1,1,0.15905192663783482,0.156312625250501,0.0009184495547114573,0.0018208518326223683
39,0,3,0.17619795208502834,0.1723446893787575,0.0017953928891120598,0.002057869817158784
40,1,3,0.1757415178644536,0.1723446893787575,0.0013886721033385522,0.0020081563823575793
41,0,4,0.1430754860756555,0.1402805611222445,0.0010313520972384973,0.0017635728561725171
42,1,2,0.22600298507948838,0.22044088176352702,0.0030378981952841424,0.0025242051206772207
43,1,2,0.21713406480722636,0.2124248496993988,0.002306394653092396,0.0024028204547351588
44,1,1,0.25031807814514456,0.2444889779559118,0.0030956963338624054,0.0027334038553703545
45,1,2,0.13920039666539838,0.13627254509018036,0.0012422492363988707,0.0016856023388191399
46,1,2,0.33929871458351846,0.3286573146292585,0.007013114917949495,0.003628285036310471
47,1,2,0.2014866790012789,0.19639278557114226,0.0027899280673986566,0.002303965362737979
48,1,1,0.21231900366119713,0.20841683366733466,0.0015737353964801596,0.00232843459738234
49,1,2,0.1347816201408287,0.13226452905811623,0.0008812756960294891,0.0016358153866829696
50,1,1,0.2753005846621996,0.2685370741482966,0.0038252422000227392,0.0029382683138802807
51,1,2,0.10619018238160595,0.10420841683366733,0.0006438537355468015,0.001337911812391813
52,0,4,0.18527215796827698,0.18036072144288576,0.0027382354829925217,0.0021732010423987183
53,1,1,0.33010809933851454,0.32064128256513025,0.005994367278777774,0.003472449494606484
54,1,3,0.08982372298554747,0.08817635270541081,0.00044748968002779235,0.0011998806001088608
55,1,1,0.14309778726640673,0.1402805611222445,0.0011178220277614902,0.001699404116400754
56,1,2,0.15925266674943156,0.156312625250501,0.0010875877890986665,0.001852453709831896
57,0,3,0.18506392937514177,0.18036072144288576,0.0025329502905256144,0.0021702576417303994
58,1,3,0.2652094810315998,0.2565130260521042,0.0056778595897037,0.0030185953897919576
59,0,4,0.22645302331535985,0.22044088176352702,0.003390110181485382,0.0026220313703474445
60,0,3,0.1803338115777496,0.17635270541082163,0.0018977155367344279,0.002083390630193547
61,1,1,0.2544793076049789,0.24849699398797592,0.0032225850985318034,0.002759728518471189
62,1,2,0.26632020571702003,0.2605210420841683,0.002937215975940565,0.002861947656911152
63,1,1,0.19648854728374254,0.19238476953907813,0.0018895054478217201,0.002214272296842712
64,1,3,0.11456979333947592,0.11222444889779558,0.0008639174389603314,0.001481427002720016
65,1,2,0.21741103856132687,0.2124248496993988,0.0025419279036590814,0.002444260958268997
66,0,4,0.34126927989304745,0.3286573146292585,0.00881647506565108,0.003795490198137831
67,0,4,0.11865315857787032,0.11623246492985971,0.0008829480702351969,0.001537745577775408
68,1,3,0.184046234927251,0.18036072144288576,0.0015897431925608295,0.002095770291804407
69,1,2,0.27981789560254283,0.2725450901803607,0.00422588246373056,0.0030469229584515313
70,0,4,0.2485780752515335,0.24048096192384769,0.005244300539044337,0.002852812788641464
71,0,4,0.14774953505603372,0.1442885771543086,0.0016534438674400103,0.0018075140342851208
72,1,2,0.27616845715064603,0.2685370741482966,0.004620324787096847,0.0030110582152525793
73,1,3,0.17657209634287943,0.1723446893787575,0.0021595261664972085,0.002067880797624747
74,1,1,0.10189559233720036,0.1002004008016032,0.00040546232812958865,0.0012897292074675794
75,1,3,0.08149399051718906,0.08016032064128256,0.0002146211420106402,0.0011190487338958528
76,1,1,0.14317882565111148,0.1402805611222445,0.001189163942478452,0.001709100586388546
77,0,4,0.13101043601005388,0.1282565130260521,0.0011487037167730173,0.0016052192672287454
78,1,1,0.2507815693819842,0.2444889779559118,0.003562988230955019,0.0027296031951174016
79,1,3,0.16089561120109305,0.156312625250501,0.002606639838369792,0.0019763461122222683
80,1,3,0.12275749425975525,0.12024048096192384,0.0010013745714723794,0.0015156387263590286
81,1,1,0.1060957051828199,0.10420841683366733,0.0005513041957116469,0.001335984153440929
82,0,4,0.08591387536951284,0.08416833667334668,0.0005591513250535091,0.0011863873711126524
83,0,4,0.15171737429323967,0.14829659318637273,0.0015324807334620692,0.0018883003734048594
84,1,1,0.13047227833654676,0.1282565130260521,0.0006598111580215312,0.0015559541524731379
85,1,1,0.24608449050933415,0.24048096192384769,0.0029301672501850793,0.0026733613353013864
86,0,4,0.14871274251761699,0.1442885771543086,0.0025364849548765475,0.0018876804084318366
87,1,2,0.22092681466373865,0.21643286573146292,0.002071112327820677,0.0024228366044550414
88,1,1,0.1888859117659119,0.1843687374749499,0.002347581130323674,0.0021695931606383408
89,1,3,0.1766512310075556,0.1723446893787575,0.0022380539218672915,0.0020684877069308103
90,1,2,0.267914863902413,0.2605210420841683,0.0044602694995695006,0.002933552318675172
91,0,4,0.1477723270871784,0.1442885771543086,0.0016654208642921458,0.0018183290685776857
92,1,1,0.3223721680082867,0.312625250501002,0.006337584434701676,0.003409333072583093
93,0,4,0.14311689186101867,0.1402805611222445,0.0011035651250713475,0.0017327656137028362
94,0,4,0.1846399036281981,0.18036072144288576,0.002088031181760046,0.0021911510035523126
95,1,1,0.2502633581077481,0.2444889779559118,0.0030641950194278626,0.002710185132408418
96,1,3,0.2419095872044683,0.23246492985971942,0.006571403130169236,0.0028732542145796574
97,1,3,0.18570846323782414,0.18036072144288576,0.0031415520329360035,0.0022061897620023647
98,0,4,0.2650980476770784,0.2565130260521042,0.005637244706008887,0.0029477769189652976
99,1,1,0.15526058455022906,0.15230460921843686,0.0011330225873831372,0.0018229527444090714
100,1,2,0.20507486966042193,0.2004008016032064,0.0023460851513440913,0.0023279829058714487
101,1,2,0.21828612608117995,0.2124248496993988,0.0034120561074072776,0.0024492202743738897
102,0,4,0.13935399620802272,0.13627254509018036,0.0013699680562888606,0.0017114830615535034
103,1,1,0.2624862620977062,0.2565130260521042,0.003152576783994785,0.002820659261607264
104,1,2,0.08581233012759008,0.08416833667334668,0.0004945236998846243,0.0011494697543587805
105,1,3,0.2651670323913357,0.2565130260521042,0.005637149034114684,0.0030168573051168337
106,1,1,0.20464730982963106,0.2004008016032064,0.001990895111967785,0.0022556131144568677
107,0,4,0.12265558832240518,0.12024048096192384,0.0009077220239736983,0.001507385336507645
108,1,3,0.12262372179469339,0.12024048096192384,0.0008719762899830336,0.0015112645427865154
109,1,2,0.2007363439117999,0.19639278557114226,0.002105690070828048,0.002237868269829585
110,1,2,0.2009487733867783,0.19639278557114226,0.002294017009144691,0.00226197080649134
111,1,2,0.1968399427811246,0.19238476953907813,0.002234112532221513,0.0022210607098249843
112,1,1,0.2709360560994229,0.26452905811623245,0.0035038766582281456,0.0029031213249622843
113,1,3,0.23875877200619477,0.23246492985971942,0.0036398384274126546,0.002654003719062697
114,1,1,0.18393466083557905,0.18036072144288576,0.00149268268721424,0.0020812567054790503
115,1,2,0.20502399830004953,0.2004008016032064,0.002318822772342844,0.0023043739245002916
116,0,4,0.17209690140500739,0.16833667334669336,0.0017825599596085402,0.001977668098705465
117,1,1,0.3863872877125197,0.3727454909819639,0.009624818706945907,0.004016978023609831
118,1,2,0.32584099105570574,0.3166332665330661,0.005728661288770094,0.0034790632338695397
119,1,1,0.2389426931619427,0.23246492985971942,0.0038216667213577184,0.0026560965808655377
120,1,3,0.14726735388144058,0.1442885771543086,0.0012110450749250954,0.0017677316522068903
121,1,1,0.20408757485871876,0.2004008016032064,0.0014474402304634738,0.0022393330250488875
122,1,2,0.2920047425661434,0.28456913827655306,0.0042808793345704725,0.0031547249550198425
123,1,1,0.16769574568252382,0.16432865731462926,0.0014358657338153992,0.0019312226340791566
124,1,1,0.2801602577583229,0.2725450901803607,0.004595160002824249,0.0030200075751379055
125,1,2,0.19241849280230922,0.18837675350701402,0.0018788483256010418,0.0021628909696941585
126,1,2,0.21343546986021356,0.20841683366733466,0.002631027688449491,0.0023876085044293865
127,1,3,0.16385484239647538,0.16032064128256512,0.0016269683483566026,0.0019072327655536578
128,0,4,0.21477869238382422,0.20841683366733466,0.0038624452430995647,0.0024994134733900015
129,1,1,0.291657662836037,0.28456913827655306,0.0039890025772547225,0.003099521982229261
130,1,3,0.1351164350526445,0.13226452905811623,0.001174417525932697,0.0016774884685955842
131,1,1,0.257902522002233,0.25250501002004005,0.0026459838207679278,0.0027515281614250552
132,1,2,0.18900812735917707,0.1843687374749499,0.0024825643660928024,0.0021568255181343746
133,1,1,0.2546750750968856,0.24849699398797592,0.0034277948200231462,0.0027502862888865035
134,1,1,0.2974834169974548,0.2885771543086172,0.005715072911073157,0.003191189777764429
135,1,1,0.38528907236196824,0.3727454909819639,0.008546544282924003,0.003997037097080311
136,1,2,0.27557196690344127,0.2685370741482966,0.0040726205517792515,0.002962272203365416
137,1,2,0.21273491106682796,0.20841683366733466,0.001959153371772702,0.002358924027720579
138,1,2,0.11839507871748908,0.11623246492985971,0.0006933181958498489,0.0014692955917795176
139,1,1,0.25985578634874973,0.25250501002004005,0.004525892521429399,0.002824883807280309
140,1,3,0.08966394766129485,0.08817635270541081,0.00026862397846125777,0.0012189709774227868
141,1,1,0.044844865248951565,0.044088176352705406,2.9417503808012015e-05,0.0007272713924381458
142,1,3,0.17610261245232026,0.1723446893787575,0.0016683942102406057,0.0020895288633221753
143,1,1,0.25551730303664494,0.24849699398797592,0.004250816924178301,0.0027694921244907104
144,1,2,0.1472250677001505,0.1442885771543086,0.0011868740738039498,0.0017496164720379845
145,1,1,0.13854399409869758,0.13627254509018036,0.0006404653700480483,0.001630983638469175
146,1,1,0.2531644535730445,0.24849699398797592,0.001955358501863468,0.002712101083205104
147,1,2,0.33059232821868956,0.32064128256513025,0.006468195341022799,0.003482850312536507
148,1,3,0.18523196122614793,0.18036072144288576,0.0026976433822059557,0.0021735964010562198
149,1,2,0.06523032766829193,0.06412825651302605,0.0001619431867062453,0.0009401279685596284
150,1,1,0.14685021088004588,0.1442885771543086,0.0008431047812039045,0.0017185289445333647
151,1,1,0.1272531789578675,0.12424849699398796,0.001407326342246313,0.001597355621633234
152,0,4,0.16852383571256416,0.16432865731462926,0.002160625696842809,0.002034552701092104
153,1,2,0.08158141776607727,0.08016032064128256,0.00032382643938812906,0.0010972706854065848
154,0,4,0.18514873868063902,0.18036072144288576,0.002599594825712482,0.002188422412040793
155,1,2,0.28364255101840136,0.27655310621242485,0.004019725389369163,0.003069719416607352
156,0,4,0.22001407047146376,0.2124248496993988,0.005005469486256826,0.0025837512858081597
157,1,2,0.12636211684811247,0.12424849699398796,0.000591488696222936,0.0015221311579015498
158,0,3,0.10606681234491053,0.10420841683366733,0.000505003117744449,0.0013533923934987524
159,1,3,0.22175054872166994,0.21643286573146292,0.0027999665429889976,0.002517716447218018
160,0,4,0.19349045810433058,0.18837675350701402,0.0028230380283622825,0.00229066656895427
161,1,2,0.20960606238645477,0.20440881763527052,0.0028123234066153675,0.0023849213445688907
162,0,4,0.07753365470601299,0.07615230460921843,0.00028425895934369147,0.0010970911374508677
163,1,3,0.27229599670343074,0.26452905811623245,0.004787016534155825,0.0029799220530424835
164,0,3,0.2017257083584654,0.19639278557114226,0.002987859136625409,0.002345063650697737
165,1,1,0.2664376305041235,0.2605210420841683,0.00307548649690194,0.0028411019230532566
166,0,4,0.08985182553409984,0.08817635270541081,0.0004450436424699608,0.0012304291862190678
167,1,2,0.2626924400131183,0.2565130260521042,0.003321580732721585,0.0028578332282925504
168,0,4,0.11468927692590236,0.11222444889779558,0.0009560137064080034,0.001508814321698773
169,0,4,0.23558946153911656,0.2284569138276553,0.004467733365593354,0.0026648143458678918
170,0,4,0.16416306969511923,0.16032064128256512,0.001861187153881248,0.0019812412586728417
171,1,1,0.19710335573195192,0.19238476953907813,0.0025026848930118544,0.0022159012998619262
172,0,4,0.13935943430440517,0.13627254509018036,0.0013782723475124483,0.0017086168667123677
173,0,4,0.16021586737705357,0.156312625250501,0.0019566022493257337,0.0019466398772268584
174,1,3,0.2477635660229491,0.24048096192384769,0.00452883383613612,0.002753770262965295
175,0,4,0.20199166332778273,0.19639278557114226,0.00324758505320339,0.0023512927034370842
176,1,2,0.14314548192071302,0.1402805611222445,0.0011362056760674602,0.0017287151224010902
177,1,3,0.21121419729127672,0.20440881763527052,0.004329670979191918,0.002475708676814252
178,1,1,0.2333072671809371,0.2284569138276553,0.0022987760257196246,0.0025515773275622054
179,1,3,0.2016426731954149,0.19639278557114226,0.002936377116893685,0.002313510507378966
180,0,3,0.12270514599780168,0.12024048096192384,0.0009057214231893646,0.0015589436126884678
181,0,4,0.1144916903874976,0.11222444889779558,0.0007834330017893604,0.0014838084879126591
182,1,3,0.09808765299805626,0.09619238476953906,0.0006071762296125205,0.0012880919989046676
183,1,3,0.24837152574324065,0.24048096192384769,0.0050711048001223155,0.0028194590192706236
184,1,3,0.12712312398338918,0.12424849699398796,0.0012735424752479806,0.0016010845141532456
185,0,4,0.14826188690518077,0.1442885771543086,0.002155802085673787,0.0018175076651983997
186,1,1,0.07331910042384601,0.0721442885771543,0.00015855565201748913,0.0010162561946742232
187,1,3,0.25515350214229715,0.24849699398797592,0.003852400400929448,0.002804107753391816
188,1,3,0.1512497935718927,0.14829659318637273,0.0011570303061964689,0.0017961700793234993
189,1,1,0.2090125297093599,0.20440881763527052,0.0022835229833789382,0.0023201890907104256
190,1,3,0.10196556008720276,0.1002004008016032,0.00042434577431347853,0.0013408135112860783
191,1,2,0.25841875413312265,0.25250501002004005,0.003100282213313145,0.0028134618997694267
192,0,4,0.10649810871777769,0.10420841683366733,0.0008830080188067745,0.0014066838653035815
193,0,4,0.07344711144603065,0.0721442885771543,0.00024665970092435836,0.001056163167952004
194,1,2,0.13919043862703334,0.13627254509018036,0.0012296517071038117,0.0016882418297491544
195,0,3,0.24338925286640054,0.23647294589178355,0.004164306879913044,0.0027520000947039475
196,0,4,0.17235190191723326,0.16833667334669336,0.001963860900776038,0.002051367669763853
197,1,3,0.10620338405212372,0.10420841683366733,0.0006018889059747131,0.0013930783124816875
198,0,4,0.14805967607449436,0.1442885771543086,0.0019073244070921605,0.0018637745130935992
