,trust,group,score,dc_score,bc_score,pr_score
0,0,4,0.1953375356053031,0.18837675350701402,0.004481804246389491,0.0024789778518995624
1,0,4,0.13137991647472497,0.1282565130260521,0.0014098469966949245,0.001713556451977974
2,0,4,0.2614561347866963,0.25250501002004005,0.005905396834753768,0.0030457279319024795
3,1,2,0.3540613602740728,0.34068136272545085,0.009421365390272987,0.003958632158348949
4,0,4,0.05708976845762284,0.05611222444889779,5.946562207394682e-05,0.0009180783866511007
5,1,3,0.24736561085372294,0.24048096192384769,0.004022584461837854,0.002862064468037411
6,1,1,0.205676218960418,0.2004008016032064,0.0028591436542613887,0.002416273702950229
7,1,2,0.1143294905313109,0.11222444889779558,0.0005974749560118417,0.0015075666775034849
8,0,4,0.2264843772930108,0.22044088176352702,0.003377044208270991,0.0026664513212127884
9,1,2,0.21520817364468559,0.20841683366733466,0.004226037562332079,0.0025653024150188363
10,0,3,0.102301903964881,0.1002004008016032,0.0007284037543494688,0.0013730994089283222
11,0,3,0.18100488258783867,0.17635270541082163,0.0024679489779362252,0.002184228199080818
12,1,1,0.1939688463586918,0.18837675350701402,0.0032397527388791474,0.0023523401127986433
13,0,4,0.27707540345764964,0.2685370741482966,0.005364478306333082,0.003173851003020003
14,1,1,0.17230410478899275,0.16833667334669336,0.0018439865784780315,0.0021234448638213616
15,1,1,0.18923840600150094,0.1843687374749499,0.0025605172757961073,0.002309151250754917
16,0,4,0.15183332440134664,0.14829659318637273,0.0016031211752907822,0.0019336100396831232
17,0,4,0.20623746367102253,0.2004008016032064,0.0033596975344242544,0.0024769645333918766
18,1,3,0.16384198053562848,0.16032064128256512,0.0015244036184584267,0.0019969356346049194
19,0,4,0.1971659077026067,0.19238476953907813,0.0024097952552586664,0.0023713429082699022
20,1,2,0.20544064053425604,0.2004008016032064,0.0025883313991057746,0.0024515075319438626
21,1,2,0.18065861377967896,0.17635270541082163,0.00209023909572654,0.002215669273130786
22,1,3,0.2601296263770031,0.25250501002004005,0.004627229662037347,0.002997386694925731
23,0,4,0.061197944602975195,0.06012024048096192,0.00013188602960562723,0.0009458180924076452
24,1,1,0.2823606057127489,0.2725450901803607,0.006552214166691743,0.0032633013656964576
25,1,2,0.12672592530957344,0.12424849699398796,0.0008668285712290989,0.0016105997443563646
26,1,2,0.0653452594045013,0.06412825651302605,0.00022943647468597576,0.0009875664167892737
27,1,1,0.11058536174507567,0.10821643286573146,0.0008888422657830181,0.0014800866135612
28,1,2,0.29325140634156643,0.28456913827655306,0.005363591605021939,0.003318676459991439
29,1,2,0.2089602843629494,0.20440881763527052,0.002074554496945072,0.002476912230733784
30,1,3,0.09399692919706869,0.09218436873747494,0.0005323225619602988,0.0012802378976334424
31,1,3,0.21461470843178673,0.20841683366733466,0.003634818115692603,0.0025630566487594673
32,1,1,0.2302221976761149,0.22444889779559116,0.0030363652462815603,0.0027369346342421713
33,0,3,0.11034706921583996,0.10821643286573146,0.000671099734196714,0.0014595366159117938
34,0,4,0.22693364160331578,0.22044088176352702,0.0038349304270198117,0.0026578294127689223
35,0,4,0.29049414175881877,0.280561122244489,0.006619771370590242,0.003313248143739566
36,1,1,0.17711879547120538,0.1723446893787575,0.0025884686950090924,0.002185637397438793
37,1,1,0.18522586964388074,0.18036072144288576,0.002623439467648526,0.0022417087333464407
38,1,1,0.11830275172955612,0.11623246492985971,0.0005232520505196084,0.0015470347491768131
39,0,4,0.19749511181769558,0.19238476953907813,0.002719580270111434,0.0023907620085060234
40,0,3,0.24753427886908214,0.24048096192384769,0.004201027515906238,0.0028522894293282115
41,1,2,0.2893170597154619,0.280561122244489,0.005457917024640018,0.0032980204463329155
42,1,2,0.13508527566983158,0.13226452905811623,0.0011084231377917796,0.0017123234739235761
43,0,4,0.05724650841944027,0.05611222444889779,0.00022086178735255906,0.0009134221831899204
44,1,1,0.21807574335317786,0.2124248496993988,0.0030451799165157984,0.0026057137372632777
45,1,2,0.24763506039271002,0.24048096192384769,0.004283847373385559,0.0028702510954767787
46,0,4,0.2570935423157456,0.24849699398797592,0.0055975152400597715,0.002999033087709949
47,1,1,0.1891575143775439,0.1843687374749499,0.002533803853129228,0.0022549730494647994
48,0,4,0.17642311629578347,0.1723446893787575,0.0019740738956209045,0.0021043530214050633
49,0,3,0.2691595060708633,0.2605210420841683,0.005547713080557382,0.003090750906137569
50,1,1,0.14745081128802645,0.1442885771543086,0.0013232102610710441,0.0018390238726468246
51,1,2,0.05296885899058458,0.052104208416833664,1.4047842741841563e-05,0.0008506027310090737
52,1,2,0.13892970823324463,0.13627254509018036,0.0009141187813674872,0.0017430443616967828
53,0,4,0.24378854729045343,0.23647294589178355,0.004437535808327578,0.0028780655903422802
54,0,3,0.2225409961246589,0.21643286573146292,0.003515155843328545,0.002592974549867452
55,1,3,0.18848023814611636,0.1843687374749499,0.0018818308780422226,0.002229669793124246
56,1,3,0.17693168488153196,0.1723446893787575,0.002396059189114761,0.00219093631365972
57,1,1,0.2781039356155074,0.2685370741482966,0.0063464945789431975,0.003220366888267588
58,0,4,0.11454995632451986,0.11222444889779558,0.0008231955097865087,0.001502311916937775
59,0,4,0.34112555956368984,0.3246492985971944,0.01248926002478538,0.003987000941710051
60,0,4,0.19801075294793263,0.19238476953907813,0.0032487077140087714,0.00237727569484574
61,1,2,0.2811471038686254,0.2725450901803607,0.005363079941285412,0.0032389337469792456
62,0,4,0.24858975653479323,0.24048096192384769,0.005142642492981519,0.002966152117964031
63,1,1,0.17687508796416285,0.1723446893787575,0.0023380370812529382,0.002192361504152431
64,1,1,0.15250121483543272,0.14829659318637273,0.002263533200467677,0.0019410884485923214
65,1,1,0.1517213198503602,0.14829659318637273,0.0014854482559413349,0.001939278408046146
66,1,3,0.1020704864434244,0.1002004008016032,0.0004995485626848674,0.0013705370791363206
67,0,3,0.22633463023272143,0.22044088176352702,0.0032497803210239868,0.0026439681481704247
68,0,4,0.09825984827163234,0.09619238476953906,0.0007048669805100998,0.001362596521583174
69,1,2,0.17218861359131102,0.16833667334669336,0.0017705839550125684,0.0020813562896050994
70,0,4,0.11035131510723667,0.10821643286573146,0.0006676154950179039,0.0014672667464873173
71,1,2,0.14750247371958855,0.1442885771543086,0.001376554530667346,0.0018373420346126015
72,0,4,0.18507797271151075,0.18036072144288576,0.002469772579219363,0.0022474786894056166
73,1,2,0.2229858015436621,0.21643286573146292,0.003903101656614719,0.002649834155584454
74,1,1,0.15578226553007024,0.15230460921843686,0.0015082704622739385,0.0019693858493594254
75,1,1,0.21928832232368756,0.2124248496993988,0.004226967863695592,0.0026365047605931796
76,1,1,0.22808392464267394,0.22044088176352702,0.00492849090464313,0.0027145519745037892
77,1,3,0.20464967249367116,0.2004008016032064,0.001845394036958542,0.0024034768535062382
78,0,4,0.2183455451106096,0.2124248496993988,0.0033462214268623687,0.0025744739843484477
79,1,1,0.20567874351747042,0.2004008016032064,0.0028175862417117864,0.0024603556725522296
80,1,1,0.13121928135512664,0.1282565130260521,0.0012744548884106807,0.0016883134406638677
81,1,2,0.1641180918203857,0.16032064128256512,0.0017657216608072922,0.002031728877013287
82,0,4,0.23211730194369293,0.22444889779559116,0.004897861988985504,0.0027705421591162666
83,1,3,0.15175110693891045,0.14829659318637273,0.0015605251867434593,0.00189398856579425
84,1,3,0.3119652526642125,0.3006012024048096,0.00784874220400701,0.003515308055395929
85,1,1,0.3276490176944435,0.3166332665330661,0.007316132408670976,0.0036996187527063903
86,1,2,0.13518328910137029,0.13226452905811623,0.0011854053026067472,0.0017333547406473216
87,1,3,0.17970112775217761,0.17635270541082163,0.0011999025821164712,0.0021485197592395217
88,1,2,0.218705860902277,0.2124248496993988,0.003678931909793061,0.00260207929308514
89,1,2,0.226628697010112,0.22044088176352702,0.0035058871450295705,0.002681928101555423
90,1,3,0.2551323985254319,0.24849699398797592,0.0037127211003740975,0.00292268343708193
91,1,1,0.1769784725966015,0.1723446893787575,0.0024444992226095906,0.0021892839952344194
92,1,2,0.18064477753776917,0.17635270541082163,0.002107019326852351,0.0021850528000952104
93,1,3,0.16041032359767207,0.156312625250501,0.0021029776433115137,0.0019947207038595594
94,1,1,0.19691265912529296,0.19238476953907813,0.0021942817200441456,0.002333607866170675
95,0,4,0.09386996055253229,0.09218436873747494,0.00039405609766424187,0.0012915357173931027
96,1,2,0.210144359214044,0.20440881763527052,0.003240943569133367,0.002494598009640105
97,1,3,0.2901042978471476,0.280561122244489,0.006231910149079442,0.0033112654535792088
98,1,2,0.11440389106265234,0.11222444889779558,0.0006892326757885005,0.0014902094890682461
99,1,1,0.2556985390444918,0.24849699398797592,0.004245804182781674,0.002955740873734155
100,1,3,0.18917268894302902,0.1843687374749499,0.0025387513125775065,0.0022652001555016313
101,0,3,0.2557515082798584,0.24849699398797592,0.0043242336205971425,0.0029302806712853116
102,1,3,0.13915814349221095,0.13627254509018036,0.0011383268507339569,0.0017472715512966454
103,1,3,0.19750992052976088,0.19238476953907813,0.002747001771474848,0.0023781492192078845
104,0,3,0.2894142679228819,0.280561122244489,0.005592353708214705,0.0032607919701782007
105,1,1,0.04509716857946209,0.044088176352705406,0.00020703607422776287,0.0008019561525289191
106,0,4,0.1722192851694033,0.16833667334669336,0.0017782697986869517,0.002104342024022987
107,0,4,0.28449355629184203,0.27655310621242485,0.004668117059133584,0.0032723330202836494
108,1,1,0.12299019134436676,0.12024048096192384,0.001130964457582799,0.001618745924860113
