,trust,group,score,dc_score,bc_score,pr_score
0,0,4,0.053239332637376166,0.052104208416833664,0.0002309681454183623,0.0009041560751241406
1,0,3,0.31389074223289803,0.3046092184368737,0.005787712741761154,0.0034938110542631876
2,1,3,0.17235871334948488,0.16833667334669336,0.0019367514640980731,0.0020852885386934456
3,1,2,0.33170335379319943,0.32064128256513025,0.007378245563379194,0.003683825664689995
4,0,4,0.1524755617098701,0.14829659318637273,0.002233689752564561,0.0019452787709328188
5,1,3,0.08167098498295368,0.08016032064128256,0.0003652305795545538,0.0011454337621165601
6,1,2,0.20016267840444726,0.19639278557114226,0.001446305016471183,0.002323587816833824
7,1,1,0.19313736427762343,0.18837675350701402,0.002448872635376162,0.002311738135233241
8,0,4,0.22461398102070176,0.21643286573146292,0.005408294015098988,0.0027728212741398683
9,1,1,0.12737973526439486,0.12424849699398796,0.0014791263436316929,0.001652111926775186
10,1,2,0.23009780040652858,0.22444889779559116,0.003023522803967123,0.0026253798069703006
11,1,3,0.2177382403430048,0.2124248496993988,0.0027434876921453503,0.0025699029514606457
12,0,4,0.24913774238141193,0.24048096192384769,0.005668503203252767,0.0029882772543114756
13,1,3,0.20665744000723943,0.2004008016032064,0.0037709756719652415,0.0024856627320677836
14,1,1,0.28963493650115335,0.280561122244489,0.005792876099263654,0.0032809381574006907
15,0,3,0.142803806815001,0.1402805611222445,0.000767057430540145,0.001756188262216342
16,1,2,0.31821624229364726,0.30861723446893785,0.006086194432044397,0.003512813392664988
17,1,2,0.18874143034789392,0.1843687374749499,0.0021333645783316066,0.0022393282946124326
18,1,2,0.25955209373474836,0.25250501002004005,0.004079301864224894,0.0029677818504834164
19,0,4,0.10250155284311276,0.1002004008016032,0.0008536772428588041,0.0014474747986507556
20,0,4,0.25390448823374645,0.2444889779559118,0.0063900440527293,0.003025466225105365
21,1,1,0.30550011158145407,0.29659318637274545,0.005494083793536914,0.003412841415171661
22,0,4,0.08167144658196336,0.08016032064128256,0.00034052874647260095,0.0011705971942081975
23,1,2,0.283122445724446,0.27655310621242485,0.0034335689741029256,0.0031357705379182247
24,1,2,0.2764977883268103,0.2685370741482966,0.004824493897739693,0.003136220280774046
25,0,4,0.26139390416002783,0.25250501002004005,0.005806530289904953,0.0030823638500828334
26,1,1,0.23341469422773084,0.2284569138276553,0.0023093599198012907,0.0026484204802742456
27,1,3,0.16356387511284784,0.16032064128256512,0.0012578916598863967,0.0019853421703963157
28,0,4,0.012465732553300631,0.012024048096192383,0.0,0.00044168445710824917
29,0,4,0.2574924745042295,0.24849699398797592,0.00597316182348095,0.0030223186927726318
30,0,4,0.11079304278953611,0.10821643286573146,0.0010525944556596353,0.0015240154681450137
31,1,2,0.34510535953285343,0.33266533066132264,0.008607778334255413,0.003832250537275377
32,0,4,0.15269988218744296,0.14829659318637273,0.0024287670343395257,0.001974521966730711
33,1,3,0.2139655431187588,0.20841683366733466,0.0030268420897922505,0.002521867361631863
34,1,1,0.0937257508710123,0.09218436873747494,0.00029080714252425625,0.001250574991013089
35,1,2,0.19767412549500615,0.19238476953907813,0.0029312597771306943,0.0023580961787973472
36,0,4,0.040903938204791206,0.04008016032064128,7.404215490767342e-05,0.0007497357292422539
37,0,3,0.2483701784437875,0.24048096192384769,0.005016110652417192,0.0028731058675226244
38,1,3,0.24827733634395033,0.24048096192384769,0.0049127493748082444,0.0028836250452944096
39,1,2,0.1715528888097165,0.16833667334669336,0.0011997501670252201,0.002016465295997921
40,0,4,0.22966056659303138,0.22044088176352702,0.006346571173803952,0.002873113655700423
41,1,3,0.16819525389497614,0.16432865731462926,0.0018360464495121994,0.0020305501308346707
42,1,3,0.27823949985836843,0.2685370741482966,0.0064881134297569455,0.0032143122803148633
43,1,1,0.07345260617835662,0.0721442885771543,0.00025481119170551444,0.0010535064094968128
44,1,3,0.18877154320679948,0.1843687374749499,0.0021579709397614925,0.002244834792088102
45,1,1,0.14704336121398082,0.1442885771543086,0.0009703826219366886,0.0017844014377355211
46,1,1,0.3303726501074689,0.32064128256513025,0.0060946576753124005,0.0036367098670262317
47,0,3,0.13924786680013734,0.13627254509018036,0.0012250293532629387,0.0017502923566940394
