,trust,group,score,dc_score,bc_score,pr_score
0,1,1,0.1347730143108891,0.13226452905811623,0.0008312357866386009,0.001677249466134271
1,1,2,0.10217730032051903,0.1002004008016032,0.0006090739908614295,0.001367825528054388
2,0,4,0.23486558909076696,0.22444889779559116,0.007471504592387665,0.0029451867027881565
3,1,1,0.3308731837433661,0.32064128256513025,0.006573050456518909,0.00365885072171696
4,1,2,0.2621192972578957,0.25250501002004005,0.00652868675200789,0.003085600485847706
5,1,2,0.1267502238232359,0.12424849699398796,0.0009056239205366615,0.0015961029087112701
6,0,4,0.14410468298359716,0.1402805611222445,0.0019248077507095541,0.0018993141106431301
7,1,3,0.25187964717108496,0.2444889779559118,0.004481966445795058,0.002908702769378125
8,1,2,0.07344304793578729,0.0721442885771543,0.00021453239087838974,0.0010842269677546084
9,1,2,0.06958824027160913,0.06813627254509018,0.00039727273050757153,0.0010546949960113755
10,1,3,0.2273203037795361,0.22044088176352702,0.004148896140715887,0.0027305258752931692
11,1,3,0.22651566048588312,0.22044088176352702,0.0034238306586923373,0.0026509480636637624
12,1,1,0.3570679668165594,0.344689378757515,0.008470488110896351,0.003908099948148043
13,1,1,0.1348701814373816,0.13226452905811623,0.00094460799318614,0.001661044386079258
14,1,3,0.23069002060967436,0.22444889779559116,0.003512404411906026,0.002728718402177183
15,0,4,0.15652393170827233,0.15230460921843686,0.0022377528506060717,0.001981569639229408
16,1,1,0.24940465129603023,0.2444889779559118,0.002134284777305666,0.002781388562812761
17,1,1,0.1771223780321352,0.1723446893787575,0.002613266425889256,0.0021644222274884843
18,1,1,0.2926699585004954,0.28456913827655306,0.004848247635102567,0.003252572588839768
19,1,2,0.20141345188907084,0.19639278557114226,0.0026387919443357304,0.002381874373592853
20,0,4,0.23242671534378248,0.22444889779559116,0.0051955911642202835,0.002782226383971054
21,1,3,0.13936399764025073,0.13627254509018036,0.0013066457134501624,0.0017848068366202179
22,1,3,0.2764944386340225,0.2685370741482966,0.004778154282195304,0.003179210203530645
23,0,4,0.282921897455306,0.2725450901803607,0.007081505224814983,0.0032953020501302935
24,1,3,0.16006305188024983,0.156312625250501,0.0017661161064438928,0.0019843105233049376
25,0,4,0.06136248506611065,0.06012024048096192,0.00027031372517559416,0.0009719308599731395
26,0,3,0.27354158434625736,0.26452905811623245,0.005789242575369603,0.003223283654655279
27,0,3,0.20598955691105217,0.2004008016032064,0.0031338905096276143,0.002454864798218164
28,1,1,0.20406340024673125,0.2004008016032064,0.0013287918395162794,0.0023338068040085827
29,1,2,0.17228133104719626,0.16833667334669336,0.0018392407330346569,0.0021054169674682363
30,0,4,0.13173313499606426,0.1282565130260521,0.0017278471662766702,0.0017487748037355124
31,1,1,0.19671037299161614,0.19238476953907813,0.0020367254454649385,0.0022888780070730785
32,1,2,0.3422276250095473,0.3286573146292585,0.00967465114218048,0.003895659238108329
33,1,1,0.2760132673988753,0.2685370741482966,0.004385623411763414,0.003090569838815273
34,1,3,0.18914651513601383,0.1843687374749499,0.002479283052460266,0.0022984946086036704
35,1,3,0.26592913474929303,0.2565130260521042,0.006298427775729186,0.0031176809214596385
36,1,2,0.08993249171714958,0.08817635270541081,0.00048696752675886243,0.001269171484979906
37,1,1,0.22506155604891334,0.22044088176352702,0.0020682604002437667,0.0025524138851425585
38,0,3,0.13110999438728727,0.1282565130260521,0.0011738234552143019,0.00167965790602088
39,0,4,0.20191380128501127,0.19639278557114226,0.003064454106355138,0.00245656160751388
40,0,4,0.06529758037052921,0.06412825651302605,0.0001518207622392533,0.0010175030952639093
41,1,3,0.23060116420701526,0.22444889779559116,0.0034587846922425314,0.0026934817191815665
42,1,3,0.20642684808846898,0.2004008016032064,0.0035280257987442766,0.0024980206865183084
43,1,2,0.21802461178623492,0.2124248496993988,0.003021542266601842,0.0025782198202342764
44,1,1,0.31905125485601676,0.30861723446893785,0.006889752577102707,0.0035442678099762122
45,1,3,0.17314809365529196,0.16833667334669336,0.002685741903796755,0.00212567840480186
46,1,2,0.2721915954774331,0.26452905811623245,0.004553912224000792,0.0031086251371998273
47,0,3,0.1726733292902516,0.16833667334669336,0.002232019614616468,0.002104636328941746
48,1,2,0.15974031923006207,0.156312625250501,0.0014633301350329769,0.0019643638445281234
49,1,3,0.11421415459174752,0.11222444889779558,0.0005382428080089558,0.0014514628859429893
50,1,1,0.1839565533753639,0.18036072144288576,0.0014481823596635753,0.002147649572814563
51,1,1,0.26539665081597585,0.2565130260521042,0.005846951202754291,0.0030366735611173576
52,1,2,0.17698924409679842,0.1723446893787575,0.002446525751902562,0.0021980289661383476
53,1,3,0.17269377601408045,0.16833667334669336,0.002217921858646207,0.0021391808087408855
54,1,1,0.19678758792027978,0.19238476953907813,0.0020923466925838108,0.0023104716886178443
55,1,1,0.11421204533075735,0.11222444889779558,0.0005411370003177293,0.0014464594326440393
56,1,2,0.12676533813459737,0.12424849699398796,0.0009008288045282842,0.0016160123360810996
57,1,3,0.22210048248177686,0.21643286573146292,0.003083624632843473,0.0025839921174704594
58,0,3,0.2554754320870191,0.24849699398797592,0.00400648311418778,0.00297195498485543
59,1,2,0.34044605424932656,0.3286573146292585,0.00798742093244373,0.003801318687624313
60,0,4,0.2153472537477333,0.20841683366733466,0.0043254396086372816,0.002604980471761362
61,1,3,0.12302981456303778,0.12024048096192384,0.001174923385955491,0.0016144102151584606
62,1,1,0.3276284052439241,0.3166332665330661,0.007352372824054826,0.003642765886803205
63,1,1,0.21744009270936737,0.2124248496993988,0.002511532546147941,0.0025037104638206426
64,1,1,0.25052230289825034,0.2444889779559118,0.003212180762649049,0.002821144179689498
65,0,4,0.23680463836060395,0.2284569138276553,0.0055303967165023565,0.0028173278164463048
66,0,4,0.18558131718065635,0.18036072144288576,0.002932884086034719,0.0022877116517358437
67,1,3,0.10640750014370132,0.10420841683366733,0.0007527140136595881,0.0014463692963744058
68,1,2,0.14411250036254755,0.1402805611222445,0.001991735338891337,0.001840203901411729
69,1,1,0.18433453728302185,0.18036072144288576,0.001811715089876644,0.0021621007502594463
70,1,1,0.15090071519647513,0.14829659318637273,0.000787915556515541,0.0018162064535868884
71,1,1,0.4010952045111389,0.3887775551102204,0.008018830006391385,0.004298819394527148
72,1,3,0.07366835179421435,0.0721442885771543,0.0004348511001252737,0.0010892121169347937
73,1,2,0.11046073430025911,0.10821643286573146,0.0008061652703941814,0.0014381361641334725
74,1,1,0.11853455324453567,0.11623246492985971,0.0007798758662553905,0.001522212448420577
75,0,4,0.22299414988294683,0.21643286573146292,0.003928912410842302,0.0026323717406416
76,1,1,0.21315857171739888,0.20841683366733466,0.002285824299608921,0.0024559137504553104
77,1,1,0.18009408636961755,0.17635270541082163,0.0016234653832775975,0.002117915575518339
78,0,4,0.18072305217404355,0.17635270541082163,0.0021873793829868433,0.0021829673802350766
79,1,1,0.22561090631755656,0.22044088176352702,0.0025951984421246485,0.002574826111904901
80,0,3,0.23070051498109795,0.22444889779559116,0.0035462941189875136,0.0027053230665192735
81,1,1,0.3003587206216231,0.2925851703406813,0.004468708489515535,0.003304841791426234
82,1,3,0.2230191047171623,0.21643286573146292,0.0039306723246643974,0.002655566661034974
83,0,4,0.13625633846068877,0.13226452905811623,0.0021632392621596564,0.001828570140412867
84,1,3,0.11926600982499563,0.11623246492985971,0.0014489657418200188,0.0015845791533159103
85,0,4,0.10227519434261323,0.1002004008016032,0.0006932200152951309,0.0013815735257149044
86,0,4,0.21845098422252782,0.2124248496993988,0.0034145478237103937,0.0026115866994186328
87,0,4,0.16471060510001856,0.16032064128256512,0.002314149365033408,0.002075814452420035
88,0,4,0.1559976659279591,0.15230460921843686,0.0017809571952047871,0.001912099514317442
89,1,1,0.3134482204057909,0.3046092184368737,0.005375841282320738,0.00346316068659647
90,0,3,0.11033147564337246,0.10821643286573146,0.0006397148530757362,0.0014753279245652657
91,1,3,0.11843646841313843,0.11623246492985971,0.000660817712473318,0.0015431857708053972
92,1,1,0.2548120648548441,0.24849699398797592,0.00343812671360555,0.0028769441532625895
93,1,2,0.08571028055208219,0.08416833667334668,0.00034596583879798913,0.0011959780399375185
94,1,2,0.1806906467040149,0.17635270541082163,0.0021569399256403526,0.002181001367552945
95,1,3,0.16441952768166257,0.16032064128256512,0.00204510473383926,0.0020537816652581873
96,1,1,0.13464329311948237,0.13226452905811623,0.0007133080552446058,0.001665456006121543
97,0,3,0.07775602028147262,0.07615230460921843,0.0004690699179076524,0.001134645754346531
98,1,3,0.15584142622052863,0.15230460921843686,0.0016025202128680954,0.001934296789223652
99,1,2,0.11054273651220661,0.10821643286573146,0.0008422392314435686,0.0014840644150315922
100,1,2,0.1310579001483014,0.1282565130260521,0.001122918062844656,0.0016784690594046623
101,1,2,0.2423566164869878,0.23647294589178355,0.0030858484805363416,0.002797822114667922
102,0,4,0.19865897495457155,0.19238476953907813,0.0038311456579773473,0.002443059757516062
103,1,2,0.3328644085679843,0.32064128256513025,0.008473388265805942,0.0037497377370481187
104,1,3,0.12276048625313053,0.12024048096192384,0.0009329635663273078,0.0015870417248793722
105,1,2,0.23919205195370238,0.23246492985971942,0.003927190330292446,0.002799931763690494
106,0,4,0.2569924241280432,0.24849699398797592,0.005492637261124685,0.003002792878942536
107,1,2,0.2904232730687836,0.280561122244489,0.006564015915936741,0.0032981349083578957
108,0,4,0.24593353272946494,0.23647294589178355,0.006500164379135104,0.0029604224585462833
109,0,4,0.1316152382932623,0.1282565130260521,0.0016461766710312393,0.0017125485961789863
110,1,3,0.16053911712993268,0.156312625250501,0.0022301674514717883,0.001996324427959904
111,1,1,0.1389103125697638,0.13627254509018036,0.0009116338520928312,0.0017261336274906154
112,0,4,0.1226812769048412,0.12024048096192384,0.0008260369397397803,0.0016147590031775749
113,1,2,0.24467683574208776,0.23647294589178355,0.005307776182846783,0.0028961136674574423
114,0,4,0.08994319809677664,0.08817635270541081,0.0004917584733208177,0.0012750869180450136
115,1,1,0.08144713547590708,0.08016032064128256,0.00016519781917150083,0.0011216170154530144
116,1,3,0.11037696675343936,0.10821643286573146,0.000689802655009059,0.0014707312326988297
117,0,4,0.05712795724669227,0.05611222444889779,9.905079953612551e-05,0.0009166819982583537
118,1,2,0.11830292736675078,0.11623246492985971,0.0005610314400796448,0.0015094309968114376
119,1,1,0.22719350219427198,0.22044088176352702,0.004098977730718235,0.0026536427000267266
120,1,3,0.10222587290035594,0.1002004008016032,0.000630876025145759,0.0013945960736069796
121,0,4,0.16539660567662573,0.16032064128256512,0.002986681942810452,0.002089282451250147
122,0,4,0.10258339160193493,0.1002004008016032,0.0009346045206045803,0.0014483862797271515
123,1,1,0.22626850276946397,0.22044088176352702,0.003214848794365606,0.002612772211571349
124,1,2,0.1970394021347712,0.19238476953907813,0.002317064347833573,0.002337568247859498
125,1,3,0.16004635852769544,0.156312625250501,0.001762707729247537,0.0019710255479469113
126,0,4,0.2154428478043281,0.20841683366733466,0.004378888598699386,0.002647125538294048
127,1,1,0.2124498067534127,0.20841683366733466,0.0016047642968355987,0.0024282087892424507
128,1,1,0.2470795745343799,0.24048096192384769,0.0037776243295652204,0.0028209882809669884
129,0,4,0.2067579757659268,0.2004008016032064,0.00385421773405936,0.0025029564286610656
130,1,3,0.20598601348629375,0.2004008016032064,0.003123885516231074,0.00246132636685629
131,1,1,0.2866247990110265,0.280561122244489,0.002907183663056163,0.0031564931034813817
132,0,4,0.2778506779906227,0.2685370741482966,0.006097420323107263,0.0032161835192188095
133,0,3,0.2647103881825211,0.2565130260521042,0.0050975801332520596,0.0030997819971648076
134,1,1,0.4028497824539959,0.3887775551102204,0.009718913995527876,0.004353313348247622
135,1,2,0.22206251401518387,0.21643286573146292,0.003008797734154225,0.0026208505495667203
136,1,2,0.11456731158406337,0.11222444889779558,0.0008413953419783316,0.0015014673442894579
137,1,3,0.20973155862150925,0.20440881763527052,0.0028638437990411362,0.0024588971871975715
138,1,3,0.12269463989412738,0.12024048096192384,0.0008891027892735283,0.001565056142930009
139,1,2,0.18484395346239801,0.18036072144288576,0.0022295516720713315,0.002253680347440904
140,1,1,0.25122602610543526,0.2444889779559118,0.0038656727300577847,0.0028713754194656716
141,1,2,0.11436706897636509,0.11222444889779558,0.0006508200681234447,0.0014918000104460647
142,0,4,0.06977352353263719,0.06813627254509018,0.0005201510392769541,0.0011170999482700559
143,1,3,0.22704976804805643,0.22044088176352702,0.003908043829026382,0.002700842455503043
144,1,1,0.2297745538602503,0.22444889779559116,0.0027130125887571675,0.0026126434759019775
145,1,1,0.13067823683002722,0.1282565130260521,0.0008006428738588604,0.0016210809301162674
146,1,1,0.20531427791099754,0.2004008016032064,0.002502168123958753,0.0024113081838323903
147,1,1,0.19251659675008526,0.18837675350701402,0.0018880781089532055,0.002251765134118027
148,1,1,0.22272975252454805,0.21643286573146292,0.0037003654039420605,0.0025965213891430763
149,1,3,0.19776384218290402,0.19238476953907813,0.0030036149313068298,0.0023754577125190686
150,1,1,0.21704430257183527,0.2124248496993988,0.00211808754849635,0.002501365323940139
151,0,4,0.06964650611220735,0.06813627254509018,0.0004583481915703008,0.0010518853755468794
152,0,4,0.09833041703141797,0.09619238476953906,0.0007742474836175615,0.0013637847782613371
153,1,1,0.17271312667050776,0.16833667334669336,0.002290315233195971,0.0020861380906184255
154,1,2,0.1349269473847601,0.13226452905811623,0.0009530695232086464,0.0017093488034352466
155,0,4,0.18541010781904416,0.18036072144288576,0.00274955777368468,0.0022998286024737266
156,1,1,0.25933565996621327,0.25250501002004005,0.0038970564837342006,0.0029335934624390193
157,0,4,0.13931058686742773,0.13627254509018036,0.001294771671984036,0.001743270105263334
158,1,2,0.1896282792696932,0.1843687374749499,0.0029551642063701533,0.00230437758837314
159,1,3,0.09386242645359877,0.09218436873747494,0.00039253653378706373,0.001285521182336759
160,1,3,0.2761412294629154,0.2685370741482966,0.004483930334118157,0.00312022498050067
161,1,2,0.27332067404441546,0.26452905811623245,0.005683806350180162,0.0031078095780028496
162,1,1,0.3669172168291497,0.35270541082164325,0.01016705308679219,0.004044752920714295
163,1,2,0.135078706213935,0.13226452905811623,0.001102708662814986,0.0017114684930037947
164,1,3,0.07354941622221675,0.0721442885771543,0.0003173595785257368,0.0010877680665367221
165,1,3,0.13973507481111833,0.13627254509018036,0.0016716000433164805,0.0017909296776214933
166,1,2,0.19259743850677577,0.18837675350701402,0.0019225726771838463,0.0022981123225779094
167,1,2,0.10229833764377273,0.1002004008016032,0.0007207289572789939,0.0013772078848905472
168,1,2,0.19261786272698028,0.18837675350701402,0.001954626696354761,0.002286482523611503
169,0,3,0.310348370636634,0.3006012024048096,0.006269655935028046,0.0034775122967964085
170,1,1,0.1922983659203376,0.18837675350701402,0.0016832121071840213,0.002238400306139573
171,1,1,0.18442675962355318,0.18036072144288576,0.0018751181793175875,0.0021909200013498146
172,0,4,0.1065036963397815,0.10420841683366733,0.0008512736077482515,0.0014440058983659159
173,1,1,0.2555044631379947,0.24849699398797592,0.00410725446492231,0.002900214685096417
174,1,2,0.16768910621693675,0.16432865731462926,0.0013049210042172699,0.0020555278980902256
175,1,2,0.0857540394877872,0.08416833667334668,0.00039110332708976083,0.001194599487350762
176,1,1,0.204608831459077,0.2004008016032064,0.0018450143745965479,0.002363015481274041
177,0,4,0.2188373849381314,0.2124248496993988,0.003833457880085435,0.002579077358647178
178,1,3,0.028665567846175903,0.028056112224448895,0.0,0.0006094556217270086
179,0,4,0.11055532784512002,0.10821643286573146,0.0008808635116892981,0.001458031467699268
180,1,2,0.21582727500050283,0.20841683366733466,0.004788188427813648,0.002622252905354536
181,1,3,0.11847221027062267,0.11623246492985971,0.0007003333759601735,0.0015394119648027807
182,1,1,0.2983871489965541,0.2885771543086172,0.006466390840190987,0.003343603847745956
183,1,2,0.13954757759444267,0.13627254509018036,0.0014947519666935428,0.001780280537568766
184,1,2,0.16823571783060054,0.16432865731462926,0.0018540034357476078,0.0020530570802236993
185,0,4,0.17787940147983708,0.1723446893787575,0.0032878399850284827,0.00224687211605109
186,1,2,0.036962961955274605,0.03607214428857715,0.0001627497867715594,0.0007280678799258962
187,1,1,0.15569313912940216,0.15230460921843686,0.0014797984216357056,0.001908731489329601
188,1,1,0.11814128450710387,0.11623246492985971,0.0004349395692392369,0.0014738800080049286
189,1,2,0.14352676241412513,0.1402805611222445,0.0014337345796744483,0.0018124667122061846
190,0,3,0.21042479823293878,0.20440881763527052,0.003494030726223788,0.002521949871444466
191,0,4,0.26646340693137377,0.2565130260521042,0.00675412794125141,0.0031962529380181706
192,0,4,0.16885979870496154,0.16432865731462926,0.0024013291412689794,0.002129812249063308
193,1,2,0.1724035476080145,0.16833667334669336,0.001991236146844535,0.002075638114476574
194,1,2,0.19257406830086068,0.18837675350701402,0.0018822555605013565,0.0023150592333453044
195,1,1,0.2103202207724223,0.20440881763527052,0.003417088453162947,0.0024943146839888236
196,0,4,0.16891569330145564,0.16432865731462926,0.0024706469214708384,0.002116389065355561
197,0,4,0.17647449732727558,0.1723446893787575,0.0019919982775174023,0.0021378096710006874
198,0,4,0.14413083335769805,0.1402805611222445,0.001976110612002005,0.001874161623451559
199,1,2,0.1933264493072448,0.18837675350701402,0.00265652499870294,0.0022931708015278413
200,1,1,0.1429502159448534,0.1402805611222445,0.0009139989024377712,0.0017556559201711472
